row,asset,helm_catalog_id,family,description,s52_instruction,s52_asset_kind,s57_object_class,s57_lookup_id,s57_rcid,s57_conditions,art_state,visual_approval,chart1_evidence_status,chart1_gate_status,chart1_crop_id,chart1_pages,chart1_verdict,chart1_reason_codes,s101_coverage,s101_symbol_id,s101_symbol_file,s101_feature_rule,s101_license_status,commons_pd_candidate_count,commons_candidate_titles,chart1_mappings_int1_refs,canonical_symbol_ids,canonical_paths,next_action,forbidden_sources
425,NMKREG02,notmrk_NMKREG02_1470,ugly_attribute_edges,"notice mark, mandarory traffic direction, left",SY(NMKREG02),symbol,notmrk,1470,31522,catnmk23; fnctnm2,generate_owned,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,none,,,,not_found_by_exact_asset_id,0,,,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
426,NMKREG03,notmrk_NMKREG03_2700,ugly_attribute_edges,"notice mark, mandarory traffic direction, right",SY(NMKREG03),symbol,notmrk,2700,30768,catnmk24; fnctnm2,generate_owned,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,none,,,,not_found_by_exact_asset_id,0,,,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
427,NMKREG10,notmrk_NMKREG10_1471,ugly_attribute_edges,"notice mark, mandarory stop",SY(NMKREG10),symbol,notmrk,1471,31523,catnmk31; fnctnm2,generate_owned,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,none,,,,not_found_by_exact_asset_id,0,,,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
428,NMKREG11,notmrk_NMKREG11_1473,ugly_attribute_edges,"notice mark, mandarory sound signal",SY(NMKREG11),symbol,notmrk,1473,31525,catnmk33; fnctnm2,generate_owned,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,none,,,,not_found_by_exact_asset_id,0,,,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
429,NMKREG12,notmrk_NMKREG12_1474,ugly_attribute_edges,"notice mark, special attention",SY(NMKREG12),symbol,notmrk,1474,31526,catnmk34; fnctnm2,generate_owned,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,none,,,,not_found_by_exact_asset_id,0,,,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
430,NMKREG13,notmrk_NMKREG13_1475,ugly_attribute_edges,"notice mark, give way other vessels when entering the main fairway",SY(NMKREG13),symbol,notmrk,1475,31527,catnmk35; fnctnm2,generate_owned,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,none,,,,not_found_by_exact_asset_id,0,,,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
431,NMKREG14,notmrk_NMKREG14_1476,ugly_attribute_edges,"notice mark, give way other vessels when crossing the main fairway",SY(NMKREG14),symbol,notmrk,1476,31528,catnmk36; fnctnm2,generate_owned,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,none,,,,not_found_by_exact_asset_id,0,,,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
432,NMKREG15,notmrk_NMKREG15_1477,ugly_attribute_edges,"notice mark, mandarory radiophone",SY(NMKREG15),symbol,notmrk,1477,31529,catnmk37; fnctnm2,generate_owned,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,none,,,,not_found_by_exact_asset_id,0,,,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
433,NMKREG16,notmrk_NMKREG16_1442,ugly_attribute_edges,"notice mark, restricted fairway depth",SY(NMKREG16);SY(ADDMRK05),symbol,notmrk,1442,31494,catnmk38; fnctnm3; addmrk2,generate_owned,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,none,,,,not_found_by_exact_asset_id,0,,,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
434,NMKREG17,notmrk_NMKREG17_1443,ugly_attribute_edges,"notice mark, restricted vertical clearance",SY(NMKREG17);SY(ADDMRK05),symbol,notmrk,1443,31495,catnmk39; fnctnm3; addmrk2,generate_owned,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,none,,,,not_found_by_exact_asset_id,0,,,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
435,NMKREG19,notmrk_NMKREG19_1481,ugly_attribute_edges,"restricted width of the waterway, left side, default",SY(NMKREG19),symbol,notmrk,1481,31533,catnmk42; fnctnm3,generate_owned,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,none,,,,not_found_by_exact_asset_id,0,,,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
436,NMKREG20,notmrk_NMKREG20_1482,ugly_attribute_edges,"restricted width of the waterway, right side, default",SY(NMKREG20),symbol,notmrk,1482,31534,catnmk43; fnctnm3,generate_owned,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,none,,,,not_found_by_exact_asset_id,0,,,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
437,NODATA03,M_QUAL_NODATA03_114,wreck_rock_obstruction,area of no chart data,"AP(NODATA03);LS(DASH,2,CHGRD)",pattern,M_QUAL,114,32150,,generate_owned,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,none,,,,not_found_by_exact_asset_id,0,,,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
438,NORTHAR1,$CSYMB_NORTHAR1_1641,ugly_attribute_edges,north arrow,SY(NORTHAR1),symbol,$CSYMB,1641,31693,$SCODENORTHAR1,license_blocked_reference_only,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,exact_symbol_match,NORTHAR1,PortrayalCatalog/Symbols/NORTHAR1.svg,,license_pending_reference,0,,,,,Use S-101/external art as reference only; generate owned art or clear license before packaging.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
439,NOTBRD11,BCNSPP_NOTBRD11_1011,buoy_beacon_marks,"notice board, visual conspicuous, full-chart and simplified","SY(NOTBRD11);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BCNSPP,1011,31063,CATSPM18,manual_exception,not_approved,manual_exception,manual_exception,ecdis_summary,86,manual,missing_exact_chart1_asset_crosswalk,exact_symbol_match,NOTBRD11,PortrayalCatalog/Symbols/NOTBRD11.svg,SpecialPurposeGeneralBeacon,license_pending_reference,0,,,,,"Record human/counsel/domain decision, then generate or explicitly exempt. Current reason: missing_exact_chart1_asset_crosswalk.",OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
440,NOTBRD12,BCNSPP_NOTBRD12_1788,buoy_beacon_marks,"notice board, visual conspicuous, yellow full-chart and simplified","SY(NOTBRD12);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BCNSPP,1788,30075,CATSPM18; COLOUR6,manual_exception,not_approved,manual_exception,manual_exception,ecdis_summary,86,manual,missing_exact_chart1_asset_crosswalk,feature_rule_candidate,,,SpecialPurposeGeneralBeacon,not_found_by_exact_asset_id,0,,,,,"Record human/counsel/domain decision, then generate or explicitly exempt. Current reason: missing_exact_chart1_asset_crosswalk.",OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
441,NOTMRK01,notmrk_NOTMRK01_1525,ugly_attribute_edges,"notice mark, prohibition",SY(NOTMRK01),symbol,notmrk,1525,31577,fnctnm1,generate_owned,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,none,,,,not_found_by_exact_asset_id,0,,,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
442,NOTMRK02,notmrk_NOTMRK02_2759,ugly_attribute_edges,"notice mark, regulation, restriction",SY(NOTMRK02),symbol,notmrk,2759,30827,fnctnm4,generate_owned,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,none,,,,not_found_by_exact_asset_id,0,,,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
443,NOTMRK03,notmrk_NOTMRK03_1526,ugly_attribute_edges,"notice mark, information, recommendation",SY(NOTMRK03),symbol,notmrk,1526,31578,fnctnm4,generate_owned,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,none,,,,not_found_by_exact_asset_id,0,,,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
444,OBSTRN01,$CSYMB_OBSTRN01_1642,wreck_rock_obstruction,"obstruction, depth not stated",SY(OBSTRN01),symbol,$CSYMB,1642,31694,$SCODEOBSTRN01,external_pd_candidate_needs_review,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,exact_symbol_match,OBSTRN01,PortrayalCatalog/Symbols/OBSTRN01.svg,Obstruction,license_pending_reference,3,File:NChart ECDIS Obstruction AboveWater.svg; File:NChart ECDIS Obstruction CoverUncover.svg; File:NChart ECDIS Obstruction Depth.svg,Q42,,,Review Commons candidate license and semantic mapping; promote only after visual QA.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
445,OBSTRN02,$CSYMB_OBSTRN02_1643,wreck_rock_obstruction,obstruction in the intertidal area,SY(OBSTRN02),symbol,$CSYMB,1643,31695,$SCODEOBSTRN02,license_blocked_reference_only,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,exact_symbol_match,OBSTRN02,PortrayalCatalog/Symbols/OBSTRN02.svg,Obstruction,license_pending_reference,0,,Q42,,,Use S-101/external art as reference only; generate owned art or clear license before packaging.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
446,OBSTRN03,$CSYMB_OBSTRN03_1644,wreck_rock_obstruction,obstruction which covers and uncovers,SY(OBSTRN03),symbol,$CSYMB,1644,31696,$SCODEOBSTRN03,license_blocked_reference_only,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,exact_symbol_match,OBSTRN03,PortrayalCatalog/Symbols/OBSTRN03.svg,Obstruction,license_pending_reference,0,,Q42,,,Use S-101/external art as reference only; generate owned art or clear license before packaging.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
447,OBSTRN04,OBSTRN_OBSTRN04_122,wreck_rock_obstruction,,"CS(OBSTRN04);AP(FOULAR01);LS(DOTT,2,CHBLK)",conditional-procedure,OBSTRN,122,32158,CATOBS6,generate_owned,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,feature_rule_candidate,,,Obstruction,not_found_by_exact_asset_id,0,,Q42,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
448,OBSTRN11,$CSYMB_OBSTRN11_1645,wreck_rock_obstruction,obstruction in the water which is always above water level,SY(OBSTRN11),symbol,$CSYMB,1645,31697,$SCODEOBSTRN11,license_blocked_reference_only,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,exact_symbol_match,OBSTRN11,PortrayalCatalog/Symbols/OBSTRN11.svg,Obstruction,license_pending_reference,0,,Q42,,,Use S-101/external art as reference only; generate owned art or clear license before packaging.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
449,OFSPLF01,OFSPLF_OFSPLF01_1200,ugly_attribute_edges,offshore platform,"SY(OFSPLF01);TE('Prod %s','OBJNAM',3,1,2,'15110',1,-1,CHBLK,21)",symbol,OFSPLF,1200,31252,,license_blocked_reference_only,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,exact_symbol_match,OFSPLF01,PortrayalCatalog/Symbols/OFSPLF01.svg,OffshorePlatform,license_pending_reference,0,,,,,Use S-101/external art as reference only; generate owned art or clear license before packaging.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
450,OSPONE02,$CSYMB_OSPONE02_1646,ugly_attribute_edges,one minute mark for ownship vector,SY(OSPONE02),symbol,$CSYMB,1646,31698,$SCODEOSPONE02,generate_owned,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,none,,,,not_found_by_exact_asset_id,0,,,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
451,OSPSIX02,$CSYMB_OSPSIX02_1647,ugly_attribute_edges,six minute mark for ownship vector,SY(OSPSIX02),symbol,$CSYMB,1647,31699,$SCODEOSPSIX02,generate_owned,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,none,,,,not_found_by_exact_asset_id,0,,,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
452,OVERSC01,$AREAS_OVERSC01_316,areas_patterns_lines,overscale part of a display containing data from more than one navigation purpose,AP(OVERSC01),pattern,$AREAS,316,32351,$SCODEOVERSC01,generate_owned,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,none,,,,not_found_by_exact_asset_id,0,,,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
453,OWNSHP01,$CSYMB_OWNSHP01_1648,ugly_attribute_edges,"own ship symbol, constant size",SY(OWNSHP01),symbol,$CSYMB,1648,31700,$SCODEOWNSHP01,generate_owned,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,none,,,,not_found_by_exact_asset_id,0,,,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
454,OWNSHP02,ownshp_OWNSHP02_1529,ugly_attribute_edges,,CS(OWNSHP02),conditional-procedure,ownshp,1529,31581,,generate_owned,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,none,,,,not_found_by_exact_asset_id,0,,,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
455,OWNSHP05,$CSYMB_OWNSHP05_1649,ugly_attribute_edges,own ship drawn to scale with conning position marked,"SY(OWNSHP05,ORIENT)",symbol,$CSYMB,1649,31701,$SCODEOWNSHP05,generate_owned,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,none,,,,not_found_by_exact_asset_id,0,,,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
456,PASTRK01,pastrk_PASTRK01_889,ugly_attribute_edges,time mark on past track,CS(PASTRK01),conditional-procedure,pastrk,889,31965,,generate_owned,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,none,,,,not_found_by_exact_asset_id,0,,,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
457,PIER0001,slcons_PIER0001_1564,ugly_attribute_edges,pier with no surveyed extension,SY(PIER0001);CS(SLCONS03),symbol,slcons,1564,31616,CATSLC4,generate_owned,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,none,,,,not_found_by_exact_asset_id,0,,,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
458,PILBOP02,PILBOP_PILBOP02_130,ugly_attribute_edges,Pilot boarding place,"SY(PILBOP02);LS(DASH,2,TRFCF)",symbol,PILBOP,130,32166,,license_blocked_reference_only,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,exact_symbol_match,PILBOP02,PortrayalCatalog/Symbols/PILBOP02.svg,,license_pending_reference,0,,,,,Use S-101/external art as reference only; generate owned art or clear license before packaging.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
459,PILPNT02,MORFAC_PILPNT02_1183,ugly_attribute_edges,pile or bollard,SY(PILPNT02),symbol,MORFAC,1183,31235,CATMOR3,license_blocked_reference_only,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,exact_symbol_match,PILPNT02,PortrayalCatalog/Symbols/PILPNT02.svg,MooringArea,license_pending_reference,0,,,,,Use S-101/external art as reference only; generate owned art or clear license before packaging.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
460,PIPARE51,PIPARE_PIPARE51_476,areas_patterns_lines,boundary of a submarine pipeline area with potentially dangerous contents,SY(INFARE51);LC(PIPARE51);CS(RESTRN01),line-style,PIPARE,476,32511,,generate_owned,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,feature_rule_candidate,,,SubmarinePipelineArea,not_found_by_exact_asset_id,0,,,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
461,PIPARE61,PIPARE_PIPARE61_473,areas_patterns_lines,boundary of a submarine pipeline area with generally non-dangerous contents,SY(INFARE51);LC(PIPARE61);CS(RESTRN01),line-style,PIPARE,473,32508,CATPIP2,generate_owned,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,feature_rule_candidate,,,SubmarinePipelineArea,not_found_by_exact_asset_id,0,,,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
462,PIPSOL05,PIPSOL_PIPSOL05_790,areas_patterns_lines,"oil, gas pipeline, submerged or on land",LC(PIPSOL05),line-style,PIPSOL,790,31866,,generate_owned,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,feature_rule_candidate,,,PipelineSubmarineOnLand,not_found_by_exact_asset_id,0,,,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
463,PIPSOL06,PIPSOL_PIPSOL06_785,areas_patterns_lines,"water pipeline, sewer, etc.",LC(PIPSOL06),line-style,PIPSOL,785,31861,CATPIP2,generate_owned,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,feature_rule_candidate,,,PipelineSubmarineOnLand,not_found_by_exact_asset_id,0,,,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
464,PLNPOS01,$CSYMB_PLNPOS01_1650,ugly_attribute_edges,surrounding ellipse for arrival date and time at planned position,SY(PLNPOS01),symbol,$CSYMB,1650,31702,$SCODEPLNPOS01,generate_owned,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,none,,,,not_found_by_exact_asset_id,0,,,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
465,PLNPOS02,plnpos_PLNPOS02_1530,ugly_attribute_edges,crossline for planned position,"SY(PLNPOS01);SY(PLNPOS02,ORIENT);TX(plndat,1,2,2,'15110',4,3,CHBLK,50);",symbol,plnpos,1530,31582,,generate_owned,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,none,,,,not_found_by_exact_asset_id,0,,,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
466,PLNRTE03,$LINES_PLNRTE03_919,areas_patterns_lines,planned route for own ship,LC(PLNRTE03),line-style,$LINES,919,31995,$SCODEPLNRTE03,generate_owned,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,none,,,,not_found_by_exact_asset_id,0,,,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
467,PLNSPD03,$CSYMB_PLNSPD03_1651,ugly_attribute_edges,"box for speed to make good, planned route",SY(PLNSPD03),symbol,$CSYMB,1651,31703,$SCODEPLNSPD03,generate_owned,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,none,,,,not_found_by_exact_asset_id,0,,,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
468,PLNSPD04,$CSYMB_PLNSPD04_1652,ugly_attribute_edges,"box for speed to make good, alternate route",SY(PLNSPD04),symbol,$CSYMB,1652,31704,$SCODEPLNSPD04,generate_owned,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,none,,,,not_found_by_exact_asset_id,0,,,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
469,POSGEN01,LNDMRK_POSGEN01_2279,ugly_attribute_edges,position of a point feature,SY(POSGEN01),symbol,LNDMRK,2279,30436,CATLMK20,license_blocked_reference_only,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,exact_symbol_match,POSGEN01,PortrayalCatalog/Symbols/POSGEN01.svg,Landmark,license_pending_reference,0,,,,,Use S-101/external art as reference only; generate owned art or clear license before packaging.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
470,POSGEN03,BUISGL_POSGEN03_1068,ugly_attribute_edges,position of a conspicuous point feature,"SY(POSGEN03);TX(OBJNAM,3,2,2,'15110',1,0,CHBLK,26)",symbol,BUISGL,1068,31120,FUNCTN33; CONVIS1; OBJNAM,license_blocked_reference_only,not_approved,out_of_scope,not_in_forge14_scope,ecdis_summary,86,deferred,outside_forge12_scope,exact_symbol_match,POSGEN03,PortrayalCatalog/Symbols/POSGEN03.svg,Building,license_pending_reference,0,,,,,Use S-101/external art as reference only; generate owned art or clear license before packaging.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
