source_table_id,asset,name,kind,s57_object_class,s57_conditions,s52_instruction,opencpn_definition_count,opencpn_lookup_count,opencpn_color_refs,opencpn_reference_day,s101_symbol_ids,s101_paths,aquamap_labels,aquamap_paths,semantic_brief,required_shape,required_colours,colour_pattern,helm_candidate_svg,helm_candidate_day,candidate_status,pre_routing_candidate_status,batch98_routing_bucket,latest_judge_pass,latest_required_change
opencpn-s52:LITVES01,LITVES01,"light vessel, full-chart.",symbol,LITVES,,"SY(LITVES01);TE('LtV %s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",2,1,ADEPMDBCHBLK;CCHBLK,out/opencpn_s52_reference/LITVES01__day.png,LITVES01;LITVES01,assets/svg/source_priority/s101_exact/LITVES01.svg;PortrayalCatalog/Symbols/LITVES01.svg,,,"LITVES01 is light vessel, full-chart.. It is used as a light vessel, full-chart.. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: black.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,black,,assets/svg/triad_generated/LITVES01.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:LITVES02,LITVES02,"light vessel, simplified",symbol,LITVES,,"SY(LITVES02);TE('LtV %s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ACHBLK,out/opencpn_s52_reference/LITVES02__day.png,LITVES02;LITVES02,assets/svg/source_priority/s101_exact/LITVES02.svg;PortrayalCatalog/Symbols/LITVES02.svg,,,"LITVES02 is light vessel, simplified. It is used as a light vessel, simplified. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: black.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,black,,assets/svg/triad_generated/LITVES02.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:LITVES60,LITVES60,"light vessel. red, full-chart",symbol,LITVES,COLOUR3,"SY(LITVES60);TE('LtV %s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHRED,out/opencpn_s52_reference/LITVES60__day.png,,,,,"LITVES60 is light vessel. red, full-chart. It is used as a light vessel. red, full-chart. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: red.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,red,,assets/svg/triad_generated/LITVES60.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:LITVES61,LITVES61,"light vessel. green, full-chart",symbol,LITVES,COLOUR4,"SY(LITVES61);TE('LtV %s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHGRN,out/opencpn_s52_reference/LITVES61__day.png,,,,,"LITVES61 is light vessel. green, full-chart. It is used as a light vessel. green, full-chart. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: green.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,green,,assets/svg/triad_generated/LITVES61.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:LNDARE01,LNDARE01,land as a point at small scale,symbol,LNDARE,,"SY(LNDARE01);CS(QUAPOS01);TX(OBJNAM,1,2,3,'15118',-1,-1,CHBLK,26)",1,2,VLANDAXCSTLN,out/opencpn_s52_reference/LNDARE01__day.png,LNDARE01;LNDARE01,assets/svg/source_priority/s101_exact/LNDARE01.svg;PortrayalCatalog/Symbols/LNDARE01.svg,,,LNDARE01 is land as a point at small scale. It is used as a land as a point at small scale. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: reference-defined.,symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,,,assets/svg/triad_generated/LNDARE01.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:LOCMAG01,LOCMAG01,cursor pick site for a magnetic anomaly at a point,symbol,LOCMAG,,"LS(DASH,1,CHMGF);SY(LOCMAG01)",1,3,ACHMGD,out/opencpn_s52_reference/LOCMAG01__day.png,LOCMAG01;LOCMAG01,assets/svg/source_priority/s101_exact/LOCMAG01.svg;PortrayalCatalog/Symbols/LOCMAG01.svg,,,LOCMAG01 is cursor pick site for a magnetic anomaly at a point. It is used as a cursor pick site for a magnetic anomaly at a point. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: reference-defined.,symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,,,assets/svg/triad_generated/LOCMAG01.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:LOCMAG51,LOCMAG51,cursor pick site for a magnetic anomaly along a line or over an area,symbol,LOCMAG,,"SY(LOCMAG51);LS(DASH,1,CHGRD)",1,2,ACHMGF,out/opencpn_s52_reference/LOCMAG51__day.png,LOCMAG51;LOCMAG51,assets/svg/source_priority/s101_exact/LOCMAG51.svg;PortrayalCatalog/Symbols/LOCMAG51.svg,,,LOCMAG51 is cursor pick site for a magnetic anomaly along a line or over an area. It is used as a cursor pick site for a magnetic anomaly along a line or over an area. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: reference-defined.,symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,,,assets/svg/triad_generated/LOCMAG51.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:LOWACC01,LOWACC01,safety contour of low accuracy in position,symbol,$CSYMB,$SCODELOWACC01,SY(LOWACC01),2,2,ACHBLK;ADEPSC,out/opencpn_s52_reference/LOWACC01__day.png,LOWACC01;LOWACC01,assets/svg/source_priority/s101_exact/LOWACC01.svg;PortrayalCatalog/Symbols/LOWACC01.svg,,,LOWACC01 is safety contour of low accuracy in position. It is used as a safety contour of low accuracy in position. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: black.,symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,black,,assets/svg/triad_generated/LOWACC01.svg,,judge_pass_pending_final_approval,,,True,
opencpn-s52:LOWACC41,LOWACC41,danger line of low accuracy surrounding a foul area,line-style,$LINES,$SCODELOWACC41,LC(LOWACC41),1,0,ACHBLK,out/opencpn_s52_reference/LOWACC41__day.png,,,,,LOWACC41 is danger line of low accuracy surrounding a foul area. It is used as a danger line of low accuracy surrounding a foul area. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: black.,symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,black,,assets/svg/triad_generated/LOWACC41.svg,,judge_pass_pending_final_approval,,,True,
opencpn-s52:MAGVAR01,MAGVAR01,cursor pick site for magnetic variation at a point,symbol,MAGVAR,,"SY(MAGVAR01);TX(VALMAG,3,1,2,'15110',1,-1,CHBLK,27)",1,2,ACHMGD,out/opencpn_s52_reference/MAGVAR01__day.png,MAGVAR01;MAGVAR01,assets/svg/source_priority/s101_exact/MAGVAR01.svg;PortrayalCatalog/Symbols/MAGVAR01.svg,,,MAGVAR01 is cursor pick site for magnetic variation at a point. It is used as a cursor pick site for magnetic variation at a point. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: reference-defined.,symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,,,assets/svg/triad_generated/MAGVAR01.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:MAGVAR51,MAGVAR51,cursor pick site for magnetic variation along a line or over an area,symbol,MAGVAR,,SY(MAGVAR51),1,3,ACHMGF,out/opencpn_s52_reference/MAGVAR51__day.png,MAGVAR51;MAGVAR51,assets/svg/source_priority/s101_exact/MAGVAR51.svg;PortrayalCatalog/Symbols/MAGVAR51.svg,,,MAGVAR51 is cursor pick site for magnetic variation along a line or over an area. It is used as a cursor pick site for magnetic variation along a line or over an area. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: reference-defined.,symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,,,assets/svg/triad_generated/MAGVAR51.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:MARCUL02,MARCUL02,pattern of symbols for a marine farm,pattern,MARCUL,,"AP(MARCUL02);LS(DASH,1,CHGRD);CS(RESTRN01)",2,4,ACHGRD,out/opencpn_s52_reference/MARCUL02__day.png,MARCUL02;MARCUL02,assets/svg/source_priority/s101_exact/MARCUL02.svg;PortrayalCatalog/Symbols/MARCUL02.svg,,,MARCUL02 is pattern of symbols for a marine farm. It is used as a pattern of symbols for a marine farm. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: reference-defined.,symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,,,assets/svg/triad_generated/MARCUL02.svg,,judge_pass_pending_final_approval,,,True,
opencpn-s52:MARSHES1,MARSHES1,pattern of symbols for a marsh,pattern,LNDRGN,CATLND12,AP(MARSHES1),1,4,ACHBRN,out/opencpn_s52_reference/MARSHES1__day.png,,,,,MARSHES1 is pattern of symbols for a marsh. It is used as a pattern of symbols for a marsh. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: brown.,symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,brown,,assets/svg/triad_generated/MARSHES1.svg,,judge_pass_pending_final_approval,,,True,
opencpn-s52:MARSYS51,MARSYS51,boundary between IALA-A and IALA-B systems of lateral buoys and beacons,line-style,$LINES,$SCODEMARSYS51,LC(MARSYS51),1,0,ACHGRD,out/opencpn_s52_reference/MARSYS51__day.png,,,,,MARSYS51 is boundary between IALA-A and IALA-B systems of lateral buoys and beacons. It is used as a boundary between IALA-A and IALA-B systems of lateral buoys and beacons. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: reference-defined.,symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,,,assets/svg/triad_generated/MARSYS51.svg,,judge_pass_pending_final_approval,,,True,
opencpn-s52:MONUMT02,MONUMT02,monument,symbol,LNDMRK,CATLMK10,SY(MONUMT02),1,4,ALANDF,out/opencpn_s52_reference/MONUMT02__day.png,MONUMT02;MONUMT02,assets/svg/source_priority/s101_exact/MONUMT02.svg;PortrayalCatalog/Symbols/MONUMT02.svg,,,MONUMT02 is monument. It is used as a monument. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: reference-defined.,symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,,,assets/svg/triad_generated/MONUMT02.svg,,judge_pass_pending_final_approval,,,True,
opencpn-s52:MONUMT12,MONUMT12,conspicuous monument,symbol,LNDMRK,CATLMK10;CONVIS1,SY(MONUMT12),1,10,ACHBLK,out/opencpn_s52_reference/MONUMT12__day.png,MONUMT12;MONUMT12,assets/svg/source_priority/s101_exact/MONUMT12.svg;PortrayalCatalog/Symbols/MONUMT12.svg,,,MONUMT12 is conspicuous monument. It is used as a conspicuous monument. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: black.,symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,black,,assets/svg/triad_generated/MONUMT12.svg,,judge_pass_pending_final_approval,,,True,
opencpn-s52:MORFAC03,MORFAC03,mooring dolphin,symbol,SLCONS,,SY(MORFAC03);CS(SLCONS03),1,8,ALANDABCHBLK,out/opencpn_s52_reference/MORFAC03__day.png,MORFAC03;MORFAC03,assets/svg/source_priority/s101_exact/MORFAC03.svg;PortrayalCatalog/Symbols/MORFAC03.svg,Pile;Mooring Buoy,reference_sources/aquamap_map_symbols/images/Piles1.png;reference_sources/aquamap_map_symbols/images/Mooring1.png,MORFAC03 is mooring dolphin. It is used as a mooring dolphin. Required geometry: mooring facility/buoy symbol. Required colours: black.,mooring facility/buoy symbol,black,,assets/svg/triad_generated/MORFAC03.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual rerun; keep pending final approval QA and do not mark final-approved.
opencpn-s52:MORFAC04,MORFAC04,deviation mooring dolphin,symbol,MORFAC,CATMOR2,SY(MORFAC04),1,2,ACHBLK,out/opencpn_s52_reference/MORFAC04__day.png,MORFAC04;MORFAC04,assets/svg/source_priority/s101_exact/MORFAC04.svg;PortrayalCatalog/Symbols/MORFAC04.svg,Pile;Mooring Buoy,reference_sources/aquamap_map_symbols/images/Piles1.png;reference_sources/aquamap_map_symbols/images/Mooring1.png,MORFAC04 is deviation mooring dolphin. It is used as a mooring facility. Required geometry: mooring facility/buoy symbol. Required colours: black.,mooring facility/buoy symbol,black,,assets/svg/triad_generated/MORFAC04.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual rerun; keep pending final approval QA and do not mark final-approved.
opencpn-s52:MSTCON04,MSTCON04,mast,symbol,LNDMRK,CATLMK7,SY(MSTCON04),1,2,WLANDF,out/opencpn_s52_reference/MSTCON04__day.png,MSTCON04;MSTCON04,assets/svg/source_priority/s101_exact/MSTCON04.svg;PortrayalCatalog/Symbols/MSTCON04.svg,,,MSTCON04 is mast. It is used as a mast. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: reference-defined.,symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,,,assets/svg/triad_generated/MSTCON04.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual rerun; keep pending final approval QA and do not mark final-approved.
opencpn-s52:MSTCON14,MSTCON14,conspicuous mast,symbol,LNDMRK,CATLMK7;CONVIS1,SY(MSTCON14),1,2,CCHBLK,out/opencpn_s52_reference/MSTCON14__day.png,MSTCON14;MSTCON14,assets/svg/source_priority/s101_exact/MSTCON14.svg;PortrayalCatalog/Symbols/MSTCON14.svg,,,MSTCON14 is conspicuous mast. It is used as a conspicuous mast. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: black.,symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,black,,assets/svg/triad_generated/MSTCON14.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual rerun; keep pending final approval QA and do not mark final-approved.
opencpn-s52:NAVARE51,NAVARE51,"boundary of a navigation feature such as a fairway, magnetic anomaly, etc.",line-style,FAIRWY,ORIENT ;TRAFIC1,"SY(FAIRWY51,ORIENT);LC(NAVARE51);CS(RESTRN01)",1,0,ACHGRD,out/opencpn_s52_reference/NAVARE51__day.png,,,,,"NAVARE51 is boundary of a navigation feature such as a fairway, magnetic anomaly, etc.. It is used as a boundary of a navigation feature such as a fairway, magnetic anomaly, etc.. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: reference-defined.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,,,assets/svg/triad_generated/NAVARE51.svg,,judge_pass_pending_final_approval,,,True,
opencpn-s52:NEWOBJ 01,NEWOBJ 01,NEWOBJ 01,symbol,NEWOBJ,,SY(NEWOBJ 01),0,1,,,,,,,NEWOBJ 01 is NEWOBJ 01. It is used as a NEWOBJ 01. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: reference-defined.,symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,,,assets/svg/triad_generated/NEWOBJ_01.svg,,manual_policy_exception,judge_fail_repair_queue,manual_policy_exception,False,Provide a valid reference render/crop for NEWOBJ 01 and replace the placeholder with that reference-defined shape.
opencpn-s52:NEWOBJ01,NEWOBJ01,NEWOBJ01,symbol,NEWOBJ,,"SY(NEWOBJ01);LS(DASH,2,CHMGD)",0,3,,,,,,,NEWOBJ01 is NEWOBJ01. It is used as a NEWOBJ01. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: reference-defined.,symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,,,assets/svg/triad_generated/NEWOBJ01.svg,,manual_policy_exception,judge_fail_repair_queue,manual_policy_exception,False,Provide a valid reference render/crop for NEWOBJ01 and replace the placeholder with that reference-defined shape.
opencpn-s52:NMKINF01,NMKINF01,entry permitted,symbol,notmrk,catnmk50;fnctnm5,SY(NMKINF01),1,4,ACHBLKBCHGRNCCHWHT,out/opencpn_s52_reference/NMKINF01__day.png,,,,,"NMKINF01 is entry permitted. It is used as a entry permitted. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: green, white, black.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,green;white;black,,assets/svg/triad_generated/NMKINF01.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:NMKINF02,NMKINF02,"notice mark, overhead power line crossing",symbol,notmrk,catnmk51;fnctnm5,SY(NMKINF02),1,2,ACHBLKBRESBLCCHWHT,out/opencpn_s52_reference/NMKINF02__day.png,,,,,"NMKINF02 is notice mark, overhead power line crossing. It is used as a notice mark, overhead power line crossing. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: white, black.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,white;black,,assets/svg/triad_generated/NMKINF02.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:NMKINF03,NMKINF03,"notice mark, weir",symbol,notmrk,catnmk52;fnctnm5;addmrk2,SY(NMKINF03);SY(ADDMRK05),1,4,ACHBLKBRESBLCCHWHT,out/opencpn_s52_reference/NMKINF03__day.png,,,,,"NMKINF03 is notice mark, weir. It is used as a notice mark, weir. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: white, black.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,white;black,,assets/svg/triad_generated/NMKINF03.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:NMKINF04,NMKINF04,"notice mark, cable ferry",symbol,notmrk,catnmk53;fnctnm5,SY(NMKINF04),1,2,ACHBLKBRESBLCCHWHT,out/opencpn_s52_reference/NMKINF04__day.png,,,,,"NMKINF04 is notice mark, cable ferry. It is used as a notice mark, cable ferry. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: white, black.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,white;black,,assets/svg/triad_generated/NMKINF04.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:NMKINF05,NMKINF05,"notice mark, ferry",symbol,notmrk,catnmk54;fnctnm5,SY(NMKINF05),1,2,ACHBLKBRESBLCCHWHT,out/opencpn_s52_reference/NMKINF05__day.png,,,,,"NMKINF05 is notice mark, ferry. It is used as a notice mark, ferry. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: white, black.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,white;black,,assets/svg/triad_generated/NMKINF05.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:NMKINF06,NMKINF06,"notice mark, berthing permitted",symbol,notmrk,"catnmk55;fnctnm5;addmrk2,3,4",SY(NMKINF06);SY(ADDMRK01);SY(ADDMRK02);SY(ADDMRK05),1,16,ACHBLKBRESBLCCHWHT,out/opencpn_s52_reference/NMKINF06__day.png,,,,,"NMKINF06 is notice mark, berthing permitted. It is used as a notice mark, berthing permitted. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: white, black.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,white;black,,assets/svg/triad_generated/NMKINF06.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:NMKINF19,NMKINF19,"notice mark, anchoring permitted",symbol,notmrk,catnmk71;fnctnm5,SY(NMKINF19),1,2,ACHBLKBRESBLCCHWHT,out/opencpn_s52_reference/NMKINF19__day.png,,,,,"NMKINF19 is notice mark, anchoring permitted. It is used as a notice mark, anchoring permitted. Required geometry: anchor/anchorage symbol. Required colours: white, black.",anchor/anchorage symbol,white;black,,assets/svg/triad_generated/NMKINF19.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:NMKINF20,NMKINF20,"notice mark, making fast to the bank permitted",symbol,notmrk,"catnmk72;fnctnm5;addmrk2,3",SY(NMKINF20);SY(ADDMRK01);SY(ADDMRK05),1,10,ACHBLKBRESBLCCHWHT,out/opencpn_s52_reference/NMKINF20__day.png,,,,,"NMKINF20 is notice mark, making fast to the bank permitted. It is used as a notice mark, making fast to the bank permitted. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: white, black.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,white;black,,assets/svg/triad_generated/NMKINF20.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:NMKINF21,NMKINF21,"notice mark, facilities for loading and unloading vehicles",symbol,notmrk,catnmk73;fnctnm5,SY(NMKINF21),1,2,ACHBLKBRESBLCCHWHT,out/opencpn_s52_reference/NMKINF21__day.png,,,,,"NMKINF21 is notice mark, facilities for loading and unloading vehicles. It is used as a notice mark, facilities for loading and unloading vehicles. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: white, black.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,white;black,,assets/svg/triad_generated/NMKINF21.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:NMKINF22,NMKINF22,"notice mark, turning permitted",symbol,notmrk,catnmk74;fnctnm5,SY(NMKINF22),1,2,ACHBLKBRESBLCCHWHT,out/opencpn_s52_reference/NMKINF22__day.png,,,,,"NMKINF22 is notice mark, turning permitted. It is used as a notice mark, turning permitted. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: white, black.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,white;black,,assets/svg/triad_generated/NMKINF22.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:NMKINF23,NMKINF23,"notice mark, crossing with secondary waterway ahead",symbol,notmrk,catnmk75;fnctnm5,SY(NMKINF23),1,2,ACHBLKBRESBLCCHWHT,out/opencpn_s52_reference/NMKINF23__day.png,,,,,"NMKINF23 is notice mark, crossing with secondary waterway ahead. It is used as a notice mark, crossing with secondary waterway ahead. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: white, black.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,white;black,,assets/svg/triad_generated/NMKINF23.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:NMKINF24,NMKINF24,"notice mark, secondary waterway ahead on the right",symbol,notmrk,catnmk76;fnctnm5,SY(NMKINF24),1,2,ACHBLKBRESBLCCHWHT,out/opencpn_s52_reference/NMKINF24__day.png,,,,,"NMKINF24 is notice mark, secondary waterway ahead on the right. It is used as a notice mark, secondary waterway ahead on the right. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: white, black.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,white;black,,assets/svg/triad_generated/NMKINF24.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:NMKINF25,NMKINF25,"notice mark, secondary waterway ahead on the left",symbol,notmrk,catnmk77;fnctnm5,SY(NMKINF25),1,2,ACHBLKBRESBLCCHWHT,out/opencpn_s52_reference/NMKINF25__day.png,,,,,"NMKINF25 is notice mark, secondary waterway ahead on the left. It is used as a notice mark, secondary waterway ahead on the left. Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: white, black.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,white;black,,assets/svg/triad_generated/NMKINF25.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:NMKINF26,NMKINF26,"notice mark, secondary waterway ahead (main fairway right)",symbol,notmrk,catnmk78;fnctnm5,SY(NMKINF26),1,2,AUINFDBRESBLCCHWHT,out/opencpn_s52_reference/NMKINF26__day.png,,,,,"NMKINF26 is notice mark, secondary waterway ahead (main fairway right). It is used as a notice mark, secondary waterway ahead (main fairway right). Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: white.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,white,,assets/svg/triad_generated/NMKINF26.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:NMKINF27,NMKINF27,"notice mark, secondary waterway ahead (main fairway left)",symbol,notmrk,catnmk79;fnctnm5,SY(NMKINF27),1,2,AUINFDBRESBLCCHWHT,out/opencpn_s52_reference/NMKINF27__day.png,,,,,"NMKINF27 is notice mark, secondary waterway ahead (main fairway left). It is used as a notice mark, secondary waterway ahead (main fairway left). Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: white.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,white,,assets/svg/triad_generated/NMKINF27.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:NMKINF28,NMKINF28,"notice mark, secondary waterway left (main fairway right)",symbol,notmrk,catnmk80;fnctnm5,SY(NMKINF28),1,2,ACHBLKBRESBLCCHWHT,out/opencpn_s52_reference/NMKINF28__day.png,,,,,"NMKINF28 is notice mark, secondary waterway left (main fairway right). It is used as a notice mark, secondary waterway left (main fairway right). Required geometry: symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference. Required colours: white, black.",symbol silhouette must match the strongest S-101/OpenCPN/Aqua Map reference,white;black,,assets/svg/triad_generated/NMKINF28.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
