symbol_name,prefix,symbol_id,reference_number,pdf_page,section,symbol_explanation,lookup_tables_affected,called_by_csp,pivot_column,pivot_row,bbox_width,bbox_height,symbol_colours,pattern_type,pattern_spacing,minimum_distance,maximum_distance,comments,s57_tokens,int1_refs,parse_warnings
SY(PRCARE12),SY,PRCARE12,197,197,point_and_centered_area_symbols,point symbol for traffic precautionary area,paper chart point symbols; simplified point symbols,,1.77,2.93,3.66,5.03,TRFCD,,,,,Line weight 0.3 mm,PRCARE,M 16,
SY(PRCARE51),SY,PRCARE51,198,198,point_and_centered_area_symbols,traffic precautionary area,area symbols with plain boundaries; area symbols with symbolized boundaries,,5.12,-8.84,10.42,13.01,TRFCF,,,,,Line weight 0.6 mm,PRCARE,M 16,
SY(PRDINS02),SY,PRDINS02,199,199,point_and_centered_area_symbols,"mine, quarry",paper chart point symbols; simplified point symbols,,2.55,2.75,5.05,4.2,LANDF; CHBRN,,,,,Hammer head outline weight 0.3 mm; Handle line weight 0.6 mm,PRDARE,E 35.1; E 35.2,
SY(PRICKE03),SY,PRICKE03,200,200,point_and_centered_area_symbols,"withy, port-hand, paper-chart",paper chart point symbols,,1.25,4.35,2.93,4.35,CHBLK,,,,,Line weight 0.3 mm,BCNLAT,Q 92,
SY(PRICKE04),SY,PRICKE04,201,201,point_and_centered_area_symbols,"withy, starboard-hand, paper-chart",paper chart point symbols,,1.41,4.44,2.53,4.44,CHBLK,,,,,Line weight 0.3 mm,BCNLAT,Q 92,
SY(PSSARE01),SY,PSSARE01,519,202,point_and_centered_area_symbols,PSSA - centred symbol,area symbols with plain boundaries; area symbols with symbolized boundaries,,6.35,6.35,12.7,5.0,CHMGF,,,,,Line weight 0.6 mm,RESARE; CATREA,S57; N22,
SY(QUAPOS01),SY,QUAPOS01,202,203,point_and_centered_area_symbols,position approximate,N/V,,1.32,1.56,3.51,3.07,CHBLK,,,,,Line weight 0.3 mm,,B 7,
SY(QUARRY01),SY,QUARRY01,203,204,point_and_centered_area_symbols,quarry,area symbols with plain boundaries; area symbols with symbolized boundaries,,3.52,4.08,6.72,6.72,LANDF,,,,,Circle line weight 0.3 mm; circle diameter 6.72 mm; Hammer line weight 0.6 mm,PRDARE,E 35.1,
SY(QUESMRK1),SY,QUESMRK1,204,205,point_and_centered_area_symbols,"object which is not sufficiently described to be symbolized, or for which no symbol exists in the symbol library",paper chart point symbols; area symbols with plain boundaries; simplified point symbols; area symbols with symbolized boundaries; line symbols,CSP LIGHTS06 Continuation A,1.1,2.22,2.2,4.43,CHMGD,,,,,Question mark line weight 0.3 mm; dot line weight 0.6 mm,,,
SY(RACNSP01),SY,RACNSP01,205,206,point_and_centered_area_symbols,symbol indicating this object is radar conspicuous,line symbols,,3.04,3.05,6.06,6.1,CHMGD,,,,,Line weight 0.3 mm; circle diameter 2.98mm,CBLOHD; CONVYR; PIPOHD,S 4; S 5; D 26; D 25; G 182; D 28,
SY(RADRFL03),SY,RADRFL03,206,207,point_and_centered_area_symbols,radar reflector,paper chart point symbols; simplified point symbols,,3.04,3.05,6.06,6.1,CHMGD,,,,,Line weight 0.3 mm; circle diameter 2.98mm,RADRFL,,
SY(RASCAN01),SY,RASCAN01,207,208,point_and_centered_area_symbols,radar scanner,paper chart point symbols; simplified point symbols,,2.02,4.94,3.98,5.44,LANDF,,,,,Line weight 0.3 mm; upper bar line weight 0.3mm; Circle diameter 1.0 mm,LNDMRK,E 30.3,
SY(RASCAN11),SY,RASCAN11,208,209,point_and_centered_area_symbols,conspicuous radar scanner,paper chart point symbols; simplified point symbols,,2.07,4.92,3.98,5.44,CHBLK,,,,,Line weight 0.6mm; upper bar line weight 0.6 mm; Circle diameter 1.0 mm,LNDMRK,E 2; E 30.3,
SY(RCLDEF01),SY,RCLDEF01,209,210,point_and_centered_area_symbols,radio calling-in point whose direction is not known,line symbols; paper chart point symbols; simplified point symbols,,6.07,5.17,12.09,10.37,CHMGD,,,,,Line weight 0.3 mm; circle diameter 4.36 mm; Question mark line weight 0.3 mm; dot line weight 0.6 mm,RDOCAL,M 40,
SY(RCTLPT52),SY,RCTLPT52,210,211,point_and_centered_area_symbols,"recommended traffic direction between parts of a traffic separation scheme, or for ships not needing a deep water route",paper chart point symbols; area symbols with plain boundaries; simplified point symbols; area symbols with symbolized boundaries,,2.97,6.94,5.97,13.9,TRFCD,,,,,Line weight 0.9 mm,RCTLPT,,
SY(RDOCAL02),SY,RDOCAL02,211,212,point_and_centered_area_symbols,radio calling-in point for traffic in one direction only,line symbols; paper chart point symbols; simplified point symbols,,2.18,5.19,4.36,7.37,TRFCD,,,,,Line weight 0.3 mm; circle diameter 4.36 mm,RDOCAL,M 40,
SY(RDOCAL03),SY,RDOCAL03,212,213,point_and_centered_area_symbols,radio calling-in point for traffic in both directions,line symbols; paper chart point symbols; simplified point symbols,,2.18,5.19,4.36,10.37,TRFCD,,,,,Line weight 0.3 mm; circle diameter 4.36 mm,RDOCAL,M 40,
SY(RDOSTA02),SY,RDOSTA02,213,214,point_and_centered_area_symbols,radio station,paper chart point symbols; simplified point symbols,,2.97,2.95,5.9,5.9,CHMGD,,,,,Line weight 0.3 mm; circle diameter 5.9 mm,RADSTA; RDOSTA,M 30; S1; S 10-16; S 10,
SY(RECDEF51),SY,RECDEF51,214,215,point_and_centered_area_symbols,"recommended track as an area, direction not defined in data",area symbols with plain boundaries; area symbols with symbolized boundaries,,8.74,2.34,17.31,4.43,CHGRD,,,,,Line weight 0.3 mm; Question mark line weight 0.3mm; question mark dot weight 0.6 mm,RECTRC,M 1; M 6,
SY(RECTRC55),SY,RECTRC55,215,216,point_and_centered_area_symbols,"recommended two-way track as an area, not based on fixed marks",area symbols with plain boundaries; area symbols with symbolized boundaries,,1.53,8.62,3.1,17.28,CHGRD,,,,,Line weight 0.3 mm,RECTRC,M 4,
SY(RECTRC56),SY,RECTRC56,216,217,point_and_centered_area_symbols,"recommended two-way track as an area, based on fixed marks",area symbols with plain boundaries; area symbols with symbolized boundaries,,1.52,7.45,3.1,14.86,CHGRD,,,,,Line weight 0.3 mm,RECTRC,M 3; P 20.1,
SY(RECTRC57),SY,RECTRC57,217,218,point_and_centered_area_symbols,"recommended one-way track as an area, not based on fixed marks",area symbols with plain boundaries; area symbols with symbolized boundaries,,1.56,4.95,3.08,10.25,CHGRD,,,,,Line weight 0.3 mm,RECTRC,M 5.1,
SY(RECTRC58),SY,RECTRC58,218,219,point_and_centered_area_symbols,"recommended one-way track as an area, based on fixed marks",area symbols with plain boundaries; area symbols with symbolized boundaries,,1.57,6.21,3.09,12.06,CHGRD,,,,,Line weight 0.3 mm,RECTRC,M 5.1,
SY(RETRFL01),SY,RETRFL01,220,220,point_and_centered_area_symbols,"retro reflector, paper chart",paper chart point symbols,,-3.02,3.45,2.04,3.47,CHMGD,,,,,Line weight 0.3 mm,RETRFL,,
SY(RETRFL02),SY,RETRFL02,221,221,point_and_centered_area_symbols,"retro reflector, simplified",simplified point symbols,,-2.79,1.66,2.04,3.47,CHMGD,,,,,Line weight 0.3 mm,RETRFL,,
SY(RFNERY01),SY,RFNERY01,222,222,point_and_centered_area_symbols,refinery,area symbols with plain boundaries; area symbols with symbolized boundaries,,3.41,3.53,6.8,6.8,LANDF,,,,,Circle line weight 0.3 mm; circle diameter 6.8 mm; Flame and lower bar line weight 0.3 mm; Vertical bar line weight 0.9 mm,PRDARE,G 87,
SY(RFNERY11),SY,RFNERY11,223,223,point_and_centered_area_symbols,conspicuous refinery,area symbols with plain boundaries; area symbols with symbolized boundaries,,3.32,3.58,6.8,6.8,CHBLK,,,,,Circle line weight 0.6 mm; circle diameter 7.4 mm; Flame and lower bar line weight 0.6 mm; Vertical bar line weight 0.9 mm,PRDARE,E 2; G 87,
SY(ROLROL01),SY,ROLROL01,224,224,point_and_centered_area_symbols,RoRo terminal,paper chart point symbols; area symbols with plain boundaries; simplified point symbols; area symbols with symbolized boundaries,,3.67,1.42,7.2,3.04,CHBLK,,,,,Line weight 0.3 mm; circle diameter 1.48 mm,HRBFAC,F 50,
SY(RSCSTA02),SY,RSCSTA02,225,225,point_and_centered_area_symbols,rescue station,paper chart point symbols; simplified point symbols,,2.51,2.0,5.0,4.0,CHBLK,,,,,Line weight 0.3 mm,RSCSTA,T 11-14; T 12,
SY(RSRDEF51),SY,RSRDEF51,226,226,point_and_centered_area_symbols,area in which undefined restrictions exist,N/A,"CSP RESARE04,; CSP RESARE04 Continuation E,; CSP RESCSP02",19.79,8.84,13.19,9.94,TRFCF; CHMGD,,,,,Line weight 0.6 mm; circle diameter 9.94 mm;; Other symbol dimensions like SY(CTNARE51),RESARE,N 2.1,
SY(RTLDEF51),SY,RTLDEF51,227,227,point_and_centered_area_symbols,"recommended route between parts of a traffic separation scheme, or for ships not needing a deep water route, with the direction not specified in the data",paper chart point symbols; area symbols with plain boundaries; simplified point symbols; area symbols with symbolized boundaries,,6.18,6.94,11.77,13.9,TRFCD; CHMGD,,,,,Line weight 0.9 mm; Question mark line weight 0.3 mm; dot line weight 0.6 mm; “Arrow” dimension like RCTLPT52; “Question mark” dimension like QUESMRK1,RCTLPT,,
SY(RTPBCN02),SY,RTPBCN02,228,228,point_and_centered_area_symbols,radar transponder beacon,paper chart point symbols; simplified point symbols,,3.21,3.04,6.43,6.08,CHMGD,,,,,Line weight 0.6 mm; circle diameter 6.08 mm,RTPBCN,S 2-3; S 3,
SY(SAFCON00),SY,SAFCON00,528,229,point_and_centered_area_symbols,contour label,N/A,CSP SAFCON01,0.65,1.25,1.25,2.5,DEPDW; SNDG2,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,
SY(SAFCON01),SY,SAFCON01,529,230,point_and_centered_area_symbols,contour label,N/A,CSP SAFCON01,0.65,1.25,0.75,2.5,DEPDW; SNDG2,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,
SY(SAFCON02),SY,SAFCON02,530,231,point_and_centered_area_symbols,contour label,N/A,CSP SAFCON01,0.65,1.25,1.25,2.5,DEPDW; SNDG2,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,
SY(SAFCON03),SY,SAFCON03,531,232,point_and_centered_area_symbols,contour label,N/A,CSP SAFCON01,0.65,1.25,1.25,2.5,DEPDW; SNDG2,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,
SY(SAFCON04),SY,SAFCON04,532,233,point_and_centered_area_symbols,contour label,N/A,CSP SAFCON01,0.65,1.25,1.25,2.5,DEPDW; SNDG2,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,
SY(SAFCON05),SY,SAFCON05,533,234,point_and_centered_area_symbols,contour label,N/A,CSP SAFCON01,0.69,1.2,1.25,2.5,DEPDW; SNDG2,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,
SY(SAFCON06),SY,SAFCON06,534,235,point_and_centered_area_symbols,contour label,N/A,CSP SAFCON01,0.65,1.25,1.25,2.5,DEPDW; SNDG2,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,
SY(SAFCON07),SY,SAFCON07,535,236,point_and_centered_area_symbols,,N/A,CSP SAFCON01,0.65,1.25,1.25,2.5,,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,missing_symbol_explanation; missing_symbol_colours
SY(SAFCON08),SY,SAFCON08,536,237,point_and_centered_area_symbols,contour label,N/A,CSP SAFCON01,0.65,1.25,1.25,2.5,DEPDW; SNDG2,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,
SY(SAFCON09),SY,SAFCON09,537,238,point_and_centered_area_symbols,,N/A,CSP SAFCON01,0.65,1.25,1.25,2.5,,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,missing_symbol_explanation; missing_symbol_colours
SY(SAFCON10),SY,SAFCON10,538,239,point_and_centered_area_symbols,,N/A,CSP SAFCON01,-0.75,1.25,1.25,2.5,,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,missing_symbol_explanation; missing_symbol_colours
SY(SAFCON11),SY,SAFCON11,539,240,point_and_centered_area_symbols,contour label,N/A,CSP SAFCON01,-0.75,1.25,0.75,2.5,DEPDW; SNDG2,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,
SY(SAFCON12),SY,SAFCON12,540,241,point_and_centered_area_symbols,contour label,N/A,CSP SAFCON01,-0.75,1.25,1.25,2.5,DEPDW; SNDG2,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,
SY(SAFCON13),SY,SAFCON13,541,242,point_and_centered_area_symbols,,N/A,CSP SAFCON01,-0.75,1.25,1.25,2.5,,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,missing_symbol_explanation; missing_symbol_colours
SY(SAFCON14),SY,SAFCON14,542,243,point_and_centered_area_symbols,,N/A,CSP SAFCON01,-0.75,1.25,1.25,2.5,,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,missing_symbol_explanation; missing_symbol_colours
SY(SAFCON15),SY,SAFCON15,543,244,point_and_centered_area_symbols,,N/A,CSP SAFCON01,-0.75,1.25,1.25,2.5,,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,missing_symbol_explanation; missing_symbol_colours
SY(SAFCON16),SY,SAFCON16,544,245,point_and_centered_area_symbols,contour label,N/A,CSP SAFCON01,-0.75,1.25,1.25,2.5,DEPDW; SNDG2,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,
SY(SAFCON17),SY,SAFCON17,545,246,point_and_centered_area_symbols,,N/A,CSP SAFCON01,-0.75,1.0,1.25,2.5,,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,missing_symbol_explanation; missing_symbol_colours
SY(SAFCON18),SY,SAFCON18,546,247,point_and_centered_area_symbols,,N/A,CSP SAFCON01,-0.75,1.25,1.25,2.5,,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,missing_symbol_explanation; missing_symbol_colours
SY(SAFCON19),SY,SAFCON19,547,248,point_and_centered_area_symbols,,N/A,CSP SAFCON01,-0.75,1.25,1.25,2.5,,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,missing_symbol_explanation; missing_symbol_colours
SY(SAFCON20),SY,SAFCON20,548,249,point_and_centered_area_symbols,contour label,N/A,CSP SAFCON01,1.98,1.24,1.25,2.5,DEPDW; SNDG2,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,
SY(SAFCON21),SY,SAFCON21,549,250,point_and_centered_area_symbols,contour label,N/A,CSP SAFCON01,1.8,1.24,0.75,2.5,DEPDW; SNDG2,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,
SY(SAFCON22),SY,SAFCON22,550,251,point_and_centered_area_symbols,,N/A,CSP SAFCON01,1.95,1.23,1.25,2.5,,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,missing_symbol_explanation; missing_symbol_colours
SY(SAFCON23),SY,SAFCON23,551,252,point_and_centered_area_symbols,,N/A,CSP SAFCON01,2.0,1.25,1.25,2.5,,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,missing_symbol_explanation; missing_symbol_colours
SY(SAFCON24),SY,SAFCON24,552,253,point_and_centered_area_symbols,contour label,N/A,CSP SAFCON01,2.0,1.25,1.25,2.5,DEPDW; SNDG2,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,
SY(SAFCON25),SY,SAFCON25,553,254,point_and_centered_area_symbols,,N/A,CSP SAFCON01,1.95,1.25,1.25,2.5,,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,missing_symbol_explanation; missing_symbol_colours
SY(SAFCON26),SY,SAFCON26,554,255,point_and_centered_area_symbols,,N/A,CSP SAFCON01,1.98,1.25,1.25,2.5,,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,missing_symbol_explanation; missing_symbol_colours
SY(SAFCON27),SY,SAFCON27,555,256,point_and_centered_area_symbols,,N/A,CSP SAFCON01,1.98,1.18,1.25,2.5,,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,missing_symbol_explanation; missing_symbol_colours
SY(SAFCON28),SY,SAFCON28,556,257,point_and_centered_area_symbols,contour label,N/A,CSP SAFCON01,1.96,1.25,1.25,2.5,DEPDW; SNDG2,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,
SY(SAFCON29),SY,SAFCON29,557,258,point_and_centered_area_symbols,,N/A,CSP SAFCON01,1.96,1.21,1.25,2.5,,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,missing_symbol_explanation; missing_symbol_colours
SY(SAFCON50),SY,SAFCON50,558,259,point_and_centered_area_symbols,,N/A,CSP SAFCON01,-3.25,0.5,1.25,2.5,,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,missing_symbol_explanation; missing_symbol_colours
SY(SAFCON51),SY,SAFCON51,559,260,point_and_centered_area_symbols,contour label,N/A,CSP SAFCON01,-3.25,0.5,0.75,2.5,DEPDW; SNDG2,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,
SY(SAFCON52),SY,SAFCON52,560,261,point_and_centered_area_symbols,contour label,N/A,CSP SAFCON01,-3.25,0.5,1.25,2.5,DEPDW; SNDG2,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,
SY(SAFCON53),SY,SAFCON53,561,262,point_and_centered_area_symbols,,N/A,CSP SAFCON01,-3.25,0.5,1.25,2.5,,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,missing_symbol_explanation; missing_symbol_colours
SY(SAFCON54),SY,SAFCON54,562,263,point_and_centered_area_symbols,,N/A,CSP SAFCON01,-3.25,0.5,1.25,2.5,,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,missing_symbol_explanation; missing_symbol_colours
SY(SAFCON55),SY,SAFCON55,563,264,point_and_centered_area_symbols,,N/A,CSP SAFCON01,-3.25,0.5,1.25,2.5,,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,missing_symbol_explanation; missing_symbol_colours
SY(SAFCON56),SY,SAFCON56,564,265,point_and_centered_area_symbols,,N/A,CSP SAFCON01,-3.25,0.5,1.25,2.5,,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,missing_symbol_explanation; missing_symbol_colours
SY(SAFCON57),SY,SAFCON57,565,266,point_and_centered_area_symbols,contour label,N/A,CSP SAFCON01,-3.25,0.5,1.25,2.5,DEPDW; SNDG2,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,
SY(SAFCON58),SY,SAFCON58,566,267,point_and_centered_area_symbols,contour label,N/A,CSP SAFCON01,-3.25,0.5,1.25,2.5,DEPDW; SNDG2,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,
SY(SAFCON59),SY,SAFCON59,567,268,point_and_centered_area_symbols,contour label,N/A,CSP SAFCON01,-3.25,0.5,1.25,2.5,DEPDW; SNDG2,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,
SY(SAFCON60),SY,SAFCON60,568,269,point_and_centered_area_symbols,contour label,N/A,CSP SAFCON01,-1.85,0.5,1.25,2.5,DEPDW; SNDG2,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,
SY(SAFCON61),SY,SAFCON61,569,270,point_and_centered_area_symbols,contour label,N/A,CSP SAFCON01,-1.85,0.5,0.75,2.5,DEPDW; SNDG2,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,
SY(SAFCON62),SY,SAFCON62,570,271,point_and_centered_area_symbols,contour label,N/A,CSP SAFCON01,-1.85,0.5,1.25,2.5,DEPDW; SNDG2,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,
SY(SAFCON63),SY,SAFCON63,571,272,point_and_centered_area_symbols,contour label,N/A,CSP SAFCON01,-1.85,0.5,1.25,2.5,DEPDW; SNDG2,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,
SY(SAFCON64),SY,SAFCON64,572,273,point_and_centered_area_symbols,contour label,N/A,CSP SAFCON01,-1.85,0.5,1.25,2.5,DEPDW; SNDG2,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,
SY(SAFCON65),SY,SAFCON65,573,274,point_and_centered_area_symbols,contour label,N/A,CSP SAFCON01,-1.85,0.5,1.25,2.5,DEPDW; SNDG2,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,
SY(SAFCON66),SY,SAFCON66,574,275,point_and_centered_area_symbols,contour label,N/A,CSP SAFCON01,-1.85,0.5,1.25,2.5,DEPDW; SNDG2,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,
SY(SAFCON67),SY,SAFCON67,575,276,point_and_centered_area_symbols,contour label,N/A,CSP SAFCON01,-1.85,0.5,1.25,2.5,DEPDW; SNDG2,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,
SY(SAFCON68),SY,SAFCON68,576,277,point_and_centered_area_symbols,contour label,N/A,CSP SAFCON01,-1.85,0.5,1.25,2.5,DEPDW; SNDG2,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,
SY(SAFCON69),SY,SAFCON69,577,278,point_and_centered_area_symbols,contour label,N/A,CSP SAFCON01,-1.85,0.5,1.25,2.5,DEPDW; SNDG2,,,,,Background line weight 0.9 mm; foreground line weight 0.3 mm; Examples on ENC N/A,DEPARE; DEPCNT; DRGARE,I 30,
SY(SCALEB10),SY,SCALEB10,229,279,point_and_centered_area_symbols,"one mile scale bar for display scales larger than 1/80,000",N/A,,0.0,20.0,0.01,20.0,SCLBR; CHGRD,,,,,Line weight 1.2 mm; See PresLib section 8.5.3 for instructions on scaling the scale bars.,,,
SY(SCALEB11),SY,SCALEB11,230,280,point_and_centered_area_symbols,"10 mile latitude scale for display scales smaller than 1/80,000",N/A,,0.0,20.0,0.01,20.0,SNDG2; SNDG1,,,,,Line weight 1.2 mm; See PresLib section 8.5.3 for instructions on scaling the scale bars.,,,
SY(SILBUI01),SY,SILBUI01,231,281,point_and_centered_area_symbols,silo,paper chart point symbols; simplified point symbols,,1.5,1.5,3.0,3.0,LANDF; CHBRN,,,,,Outline weight 0.3mm; circle diameter 3.0 mm,SILTNK,E 33,
SY(SILBUI11),SY,SILBUI11,232,282,point_and_centered_area_symbols,conspicuous silo,paper chart point symbols; simplified point symbols,,1.5,1.5,3.0,3.0,LANDF; CHBLK,,,,,Outline weight 0.6 mm; circle diameter 3.0 mm,SILTNK,E 2; E 33,
SY(SISTAT02),SY,SISTAT02,233,283,point_and_centered_area_symbols,signal station,paper chart point symbols; simplified point symbols,,0.24,0.24,6.4,4.25,CHWHT; LANDF; CHMGF,,,,,Box outline weight 0.6 mm; point diameter 0.8 mm;; Other dimensions like CGUSTA02,SISTAT; SISTAW,T 21-25; T 21; T 20,
SY(SMCFAC02),SY,SMCFAC02,234,284,point_and_centered_area_symbols,"yacht harbour, marina",paper chart point symbols; area symbols with plain boundaries; simplified point symbols; area symbols with symbolized boundaries,,3.4,3.45,6.8,6.85,CHMGD,,,,,Line weight 0.3 mm; circle diameter 6.8 mm,HRBFAC; SMCFAC,U 1.1; F 17; G 93; U 2-13,
SY(SNDWAV02),SY,SNDWAV02,235,285,point_and_centered_area_symbols,sand waves,line symbols paper chart point symbols; simplified point symbols,,5.8,1.01,11.79,1.79,CHGRD,,,,,Line weight 0.3 mm,SNDWAV,J 14,
SY(SOUNDG00),SY,SOUNDG00,236,286,point_and_centered_area_symbols,"deep soundings, greater than safety depth",N/A,CSP SNDFRM04 Continuation B,-0.5,1.25,1.25,2.5,SNDG1,,,,,Line weight 0.3 mm,SOUNDG; OBSTRN; UWTROC; WRECKS,I 2; I 4; K 17; K 41; L 20; M 43; Q 42; K 11; K 14.1; O 27; K 21; K 26,
SY(SOUNDG01),SY,SOUNDG01,237,287,point_and_centered_area_symbols,"for deep soundings, greater than safety depth",N/A,CSP SNDFRM04 Continuation B,-0.5,1.25,0.75,2.5,SNDG1,,,,,Line weight 0.3 mm,SOUNDG; OBSTRN; UWTROC; WRECKS,I 2; I 4; K 17; K 41; L 20; M 43; Q 42; K 11; K 14.1; O 27; K 21; K 26,
SY(SOUNDG02),SY,SOUNDG02,238,288,point_and_centered_area_symbols,"for deep soundings, greater than safety depth",N/A,CSP SNDFRM04 Continuation B,-0.5,1.25,1.25,2.5,SNDG1,,,,,Line weight 0.3 mm,SOUNDG; OBSTRN; UWTROC; WRECKS,I 2; I 4; K 17; K 41; L 20; M 43; Q 42; K 11; K 14.1; O 27; K 21; K 26,
